% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
2.149	1	6	215	10	3	28	1095	0
2.15	1	5	216	1	5	28	1095	0
2.15	1	6	216	1	3	28	1095	0
2.151	1	5	216	2	5	28	1095	0
2.151	1	6	216	2	3	28	1095	0
2.152	1	5	216	3	5	28	1095	0
2.152	1	6	216	3	3	28	1095	0
2.153	1	5	216	4	5	28	1095	0
2.153	1	6	216	4	3	28	1095	0
2.154	1	5	216	5	5	28	1095	0
2.154	1	6	216	5	3	28	1095	0
2.155	1	4	216	6	4	28	749	0
2.155	1	5	216	6	5	28	749	0
2.155	1	6	216	6	3	28	749	0
2.156	1	4	216	7	4	28	749	0
2.156	1	5	216	7	5	28	749	0
2.156	1	6	216	7	3	28	749	0
2.157	1	4	216	8	4	28	749	0
2.157	1	5	216	8	5	28	749	0
2.157	1	6	216	8	3	28	749	0
2.158	1	5	216	9	5	28	1095	0
2.158	1	6	216	9	3	28	1095	0
2.159	1	5	216	10	5	28	1095	0
2.159	1	6	216	10	3	28	1095	0
2.16	1	5	217	1	5	28	1095	0
2.16	1	6	217	1	3	28	1095	0
2.161	1	5	217	2	5	28	1095	0
2.161	1	6	217	2	3	28	1095	0
2.162	1	6	217	3	3	28	2292	0
2.163	1	5	217	4	5	28	1095	0
2.163	1	6	217	4	3	28	1095	0
2.164	1	5	217	5	5	28	1095	0
2.164	1	6	217	5	3	28	1095	0
2.165	1	4	217	6	4	28	749	0
2.165	1	5	217	6	5	28	749	0
2.165	1	6	217	6	3	28	749	0
2.166	1	4	217	7	4	28	749	0
2.166	1	5	217	7	5	28	749	0
2.166	1	6	217	7	3	28	749	0
2.167	1	4	217	8	4	28	749	0
2.167	1	5	217	8	5	28	749	0
2.167	1	6	217	8	3	28	749	0
2.168	1	5	217	9	5	28	1095	0
2.168	1	6	217	9	3	28	1095	0
2.169	1	5	217	10	5	28	1095	0
2.169	1	6	217	10	3	28	1095	0
2.17	1	5	218	1	5	28	1095	0
2.17	1	6	218	1	3	28	1095	0
2.171	1	5	218	2	5	28	1095	0
2.171	1	6	218	2	3	28	1095	0
2.172	1	6	218	3	3	28	2292	0
2.173	1	6	218	4	3	28	2292	0
2.174	1	5	218	5	5	28	1095	0
2.174	1	6	218	5	3	28	1095	0
2.175	1	4	218	6	4	28	749	0
2.175	1	5	218	6	5	28	749	0
2.175	1	6	218	6	3	28	749	0
2.176	1	4	218	7	4	28	749	0
2.176	1	5	218	7	5	28	749	0
2.176	1	6	218	7	3	28	749	0
2.177	1	4	218	8	4	28	749	0
2.177	1	5	218	8	5	28	749	0
2.177	1	6	218	8	3	28	749	0
2.178	1	5	218	9	5	28	1095	0
2.178	1	6	218	9	3	28	1095	0
2.179	1	5	218	10	5	28	1095	0
2.179	1	6	218	10	3	28	1095	0
2.18	1	5	219	1	5	28	1095	0
2.18	1	6	219	1	3	28	1095	0
2.181	1	5	219	2	5	28	1095	0
2.181	1	6	219	2	3	28	1095	0
2.182	1	5	219	3	5	28	1095	0
2.182	1	6	219	3	3	28	1095	0
2.183	1	5	219	4	5	28	1095	0
2.183	1	6	219	4	3	28	1095	0
2.184	1	5	219	5	5	28	1095	0
2.184	1	6	219	5	3	28	1095	0
2.185	1	4	219	6	4	28	749	0
2.185	1	5	219	6	5	28	749	0
2.185	1	6	219	6	3	28	749	0
2.186	1	4	219	7	4	28	749	0
2.186	1	5	219	7	5	28	749	0
2.186	1	6	219	7	3	28	749	0
2.187	1	4	219	8	4	28	749	0
2.187	1	5	219	8	5	28	749	0
2.187	1	6	219	8	3	28	749	0
2.188	1	5	219	9	5	28	1095	0
2.188	1	6	219	9	3	28	1095	0
2.189	1	6	219	10	3	28	2292	0
2.19	1	6	220	1	3	28	2292	0
2.191	1	6	220	2	3	28	2292	0
2.192	1	6	220	3	3	28	2292	0
2.193	1	6	220	4	3	28	2292	0
2.194	1	6	220	5	3	28	2292	0
2.195	1	4	220	6	4	28	749	0
2.195	1	5	220	6	5	28	749	0
2.195	1	6	220	6	3	28	749	0
2.196	1	4	220	7	4	28	749	0
2.196	1	5	220	7	5	28	749	0
2.196	1	6	220	7	3	28	749	0
2.197	1	4	220	8	4	28	749	0
2.197	1	5	220	8	5	28	749	0
2.197	1	6	220	8	3	28	749	0
2.198	1	5	220	9	5	28	1095	0
2.198	1	6	220	9	3	28	1095	0
2.199	1	5	220	10	5	28	1095	0
2.199	1	6	220	10	3	28	1095	0
2.2	1	5	221	1	5	28	1095	0
2.2	1	6	221	1	3	28	1095	0
2.201	1	5	221	2	5	28	1095	0
2.201	1	6	221	2	3	28	1095	0
2.202	1	5	221	3	5	28	1095	0
2.202	1	6	221	3	3	28	1095	0
2.203	1	5	221	4	5	28	1095	0
2.203	1	6	221	4	3	28	1095	0
2.204	1	5	221	5	5	28	1095	0
2.204	1	6	221	5	3	28	1095	0
2.205	1	4	221	6	4	28	749	0
2.205	1	5	221	6	5	28	749	0
2.205	1	6	221	6	3	28	749	0
2.206	1	4	221	7	4	28	749	0
2.206	1	5	221	7	5	28	749	0
2.206	1	6	221	7	3	28	749	0
2.207	1	4	221	8	4	28	749	0
2.207	1	5	221	8	5	28	749	0
2.207	1	6	221	8	3	28	749	0
2.208	1	5	221	9	5	28	1095	0
2.208	1	6	221	9	3	28	1095	0
2.209	1	5	221	10	5	28	1095	0
2.209	1	6	221	10	3	28	1095	0
2.21	1	5	222	1	5	28	1095	0
2.21	1	6	222	1	3	28	1095	0
2.211	1	5	222	2	5	28	1095	0
2.211	1	6	222	2	3	28	1095	0
2.212	1	5	222	3	5	28	1095	0
2.212	1	6	222	3	3	28	1095	0
2.213	1	5	222	4	5	28	1095	0
2.213	1	6	222	4	3	28	1095	0
2.214	1	5	222	5	5	28	1095	0
2.214	1	6	222	5	3	28	1095	0
2.215	1	4	222	6	4	28	749	0
2.215	1	5	222	6	5	28	749	0
2.215	1	6	222	6	3	28	749	0
2.216	1	4	222	7	4	28	749	0
2.216	1	5	222	7	5	28	749	0
2.216	1	6	222	7	3	28	749	0
2.217	1	4	222	8	4	28	749	0
2.217	1	5	222	8	5	28	749	0
2.217	1	6	222	8	3	28	749	0
2.218	1	5	222	9	5	28	1095	0
2.218	1	6	222	9	3	28	1095	0
2.219	1	5	222	10	5	28	1095	0
2.219	1	6	222	10	3	28	1095	0
2.22	1	5	223	1	5	28	1095	0
2.22	1	6	223	1	3	28	1095	0
2.221	1	5	223	2	5	28	2292	0
2.225	1	4	223	6	4	28	1095	0
2.225	1	5	223	6	5	28	1095	0
2.226	1	4	223	7	4	28	1095	0
2.226	1	5	223	7	5	28	1095	0
2.227	1	5	223	8	5	28	2292	0
2.23	1	5	224	1	5	28	2292	0
2.231	1	5	224	2	5	28	2292	0
2.232	1	5	224	3	5	28	2292	0
2.233	1	5	224	4	5	28	2292	0
2.234	1	5	224	5	5	28	2292	0
2.235	1	4	224	6	4	28	1095	0
2.235	1	5	224	6	5	28	1095	0
2.236	1	4	224	7	4	28	1095	0
2.236	1	5	224	7	5	28	1095	0
2.237	1	5	224	8	5	28	2292	0
2.238	1	5	224	9	5	28	2292	0
2.244	1	5	225	5	5	28	2292	0
2.245	1	4	225	6	4	28	1095	0
2.245	1	5	225	6	5	28	1095	0
2.246	1	4	225	7	4	28	1095	0
2.246	1	5	225	7	5	28	1095	0
2.247	1	5	225	8	5	28	2292	0
2.248	1	5	225	9	5	28	2292	0
2.249	1	5	225	10	5	28	2292	0
2.25	1	5	226	1	5	28	2292	0
2.251	1	5	226	2	5	28	2292	0
2.252	1	5	226	3	5	28	2292	0
2.253	1	5	226	4	5	28	2292	0
2.254	1	5	226	5	5	28	2292	0
2.255	1	4	226	6	4	28	1095	0
2.255	1	5	226	6	5	28	1095	0
2.256	1	4	226	7	4	28	1095	0
2.256	1	5	226	7	5	28	1095	0
2.257	1	5	226	8	5	28	2292	0
2.258	1	5	226	9	5	28	2292	0
2.259	1	5	226	10	5	28	2292	0
2.265	1	4	227	6	4	28	1095	0
2.265	1	5	227	6	5	28	1095	0
2.266	1	4	227	7	4	28	2292	0
2.268	1	5	227	9	5	28	2292	0
2.269	1	5	227	10	5	28	2292	0
2.27	1	5	228	1	5	28	2292	0
2.271	1	5	228	2	5	28	2292	0
2.272	1	5	228	3	5	28	2292	0
2.273	1	5	228	4	5	28	2292	0
2.274	1	5	228	5	5	28	2292	0
2.275	1	4	228	6	4	28	1095	0
2.275	1	5	228	6	5	28	1095	0
2.276	1	4	228	7	4	28	1095	0
2.276	1	5	228	7	5	28	1095	0
2.277	1	5	228	8	5	28	2292	0
2.278	1	5	228	9	5	28	2292	0
2.282	1	5	229	3	5	28	2292	0
2.283	1	5	229	4	5	28	2292	0
2.284	1	5	229	5	5	28	2292	0
2.285	1	4	229	6	4	28	1095	0
2.285	1	5	229	6	5	28	1095	0
2.286	1	4	229	7	4	28	2292	0
2.287	1	5	229	8	5	28	2292	0
2.288	1	5	229	9	5	28	2292	0
2.289	1	5	229	10	5	28	2292	0
2.294	1	5	230	5	5	28	2292	0
2.295	1	4	230	6	4	28	1095	0
2.295	1	5	230	6	5	28	1095	0
2.296	1	4	230	7	4	28	2292	0
2.298	1	5	230	9	5	28	2292	0
2.299	1	5	230	10	5	28	2292	0
2.3	1	5	231	1	5	28	2292	0
2.301	1	5	231	2	5	28	2292	0
2.302	1	5	231	3	5	28	2292	0
2.304	1	5	231	5	5	28	2292	0
2.305	1	4	231	6	4	28	1095	0
2.305	1	5	231	6	5	28	1095	0
2.306	1	4	231	7	4	28	1095	0
2.306	1	5	231	7	5	28	1095	0
2.308	1	5	231	9	5	28	2292	0
2.311	1	5	232	2	5	28	2292	0
2.314	1	5	232	5	5	28	2292	0
2.315	1	4	232	6	4	28	1095	0
2.315	1	5	232	6	5	28	1095	0
2.316	1	4	232	7	4	28	1095	0
2.316	1	5	232	7	5	28	1095	0
2.317	1	5	232	8	5	28	2292	0
2.318	1	5	232	9	5	28	2292	0
2.319	1	5	232	10	5	28	2292	0
2.32	1	5	233	1	5	28	2292	0
2.321	1	5	233	2	5	28	2292	0
2.325	1	4	233	6	4	28	1095	0
2.325	1	5	233	6	5	28	1095	0
2.326	1	4	233	7	4	28	2292	0
2.329	1	5	233	10	5	28	2292	0
2.33	1	5	234	1	5	28	2292	0
2.331	1	5	234	2	5	28	2292	0
2.332	1	5	234	3	5	28	2292	0
2.333	1	5	234	4	5	28	2292	0
2.334	1	5	234	5	5	28	2292	0
2.335	1	4	234	6	4	28	1095	0
2.335	1	5	234	6	5	28	1095	0
2.336	1	4	234	7	4	28	1095	0
2.336	1	5	234	7	5	28	1095	0
2.337	1	5	234	8	5	28	2292	0
2.338	1	5	234	9	5	28	2292	0
2.339	1	5	234	10	5	28	2292	0
2.34	1	5	235	1	5	28	2292	0
2.345	1	4	235	6	4	28	1095	0
2.345	1	5	235	6	5	28	1095	0
2.346	1	4	235	7	4	28	2292	0
2.348	1	5	235	9	5	28	2292	0
2.349	1	5	235	10	5	28	2292	0
2.35	1	5	236	1	5	28	2292	0
2.351	1	5	236	2	5	28	2292	0
2.352	1	5	236	3	5	28	2292	0
2.353	1	5	236	4	5	28	2292	0
2.354	1	5	236	5	5	28	2292	0
2.355	1	4	236	6	4	28	1095	0
2.355	1	5	236	6	5	28	1095	0
2.356	1	4	236	7	4	28	1095	0
2.356	1	5	236	7	5	28	1095	0
2.357	1	5	236	8	5	28	2292	0
2.365	1	4	237	6	4	28	1095	0
2.365	1	5	237	6	5	28	1095	0
2.366	1	4	237	7	4	28	1095	0
2.366	1	5	237	7	5	28	1095	0
2.367	1	5	237	8	5	28	2292	0
2.368	1	5	237	9	5	28	2292	0
2.369	1	5	237	10	5	28	2292	0
2.37	1	5	238	1	5	28	2292	0
2.371	1	5	238	2	5	28	2292	0
2.372	1	5	238	3	5	28	2292	0
2.373	1	5	238	4	5	28	2292	0
2.374	1	5	238	5	5	28	2292	0
2.375	1	4	238	6	4	28	1095	0
2.375	1	5	238	6	5	28	1095	0
2.376	1	4	238	7	4	28	1095	0
2.376	1	5	238	7	5	28	1095	0
2.377	1	5	238	8	5	28	2292	0
2.378	1	5	238	9	5	28	2292	0
2.382	1	5	239	3	5	28	2292	0
2.383	1	5	239	4	5	28	2292	0
2.384	1	5	239	5	5	28	2292	0
2.385	1	4	239	6	4	28	1095	0
2.385	1	5	239	6	5	28	1095	0
2.386	1	4	239	7	4	28	2292	0
2.387	1	5	239	8	5	28	2292	0
2.388	1	5	239	9	5	28	2292	0
2.389	1	5	239	10	5	28	2292	0
2.394	1	5	240	5	5	28	2292	0
2.395	1	4	240	6	4	28	1095	0
2.395	1	5	240	6	5	28	1095	0
2.396	1	4	240	7	4	28	2292	0
2.398	1	5	240	9	5	28	2292	0
2.399	1	5	240	10	5	28	2292	0
2.4	1	5	241	1	5	28	2292	0
2.401	1	5	241	2	5	28	2292	0
2.402	1	5	241	3	5	28	2292	0
2.404	1	5	241	5	5	28	2292	0
2.405	1	4	241	6	4	28	1095	0
2.405	1	5	241	6	5	28	1095	0
2.406	1	4	241	7	4	28	1095	0
2.406	1	5	241	7	5	28	1095	0
2.411	1	5	242	2	5	28	2292	0
2.415	1	4	242	6	4	28	1095	0
2.415	1	5	242	6	5	28	1095	0
2.416	1	4	242	7	4	28	1095	0
2.416	1	5	242	7	5	28	1095	0
2.417	1	5	242	8	5	28	2292	0
2.418	1	5	242	9	5	28	2292	0
2.419	1	5	242	10	5	28	2292	0
2.42	1	5	243	1	5	28	2292	0
2.421	1	5	243	2	5	28	2292	0
2.422	1	5	243	3	5	28	2292	0
2.423	1	5	243	4	5	28	2292	0
2.424	1	5	243	5	5	28	2292	0
2.425	1	4	243	6	4	28	1095	0
2.425	1	5	243	6	5	28	1095	0
2.426	1	4	243	7	4	28	1095	0
2.426	1	5	243	7	5	28	1095	0
2.427	2	6	243	8	1	0	85	0
2.428	2	6	243	9	1	0	85	0
2.429	2	6	243	10	1	0	85	0
2.43	2	6	244	1	1	0	85	0
2.431	2	6	244	2	1	0	85	0
2.432	1	5	244	3	5	28	2292	0
2.432	2	6	244	3	1	0	85	0
2.433	2	6	244	4	1	0	85	0
2.434	2	6	244	5	1	0	85	0
2.435	1	4	244	6	4	28	1095	0
2.435	1	5	244	6	5	28	1095	0
2.435	2	6	244	6	1	0	85	0
2.436	1	4	244	7	4	28	1095	0
2.436	1	5	244	7	5	28	1095	0
2.436	2	6	244	7	1	0	85	0
2.437	1	5	244	8	5	28	2292	0
2.437	2	6	244	8	1	0	85	0
2.438	1	5	244	9	5	28	2292	0
2.438	2	6	244	9	1	0	85	0
2.439	1	5	244	10	5	28	2292	0
2.439	2	6	244	10	1	0	85	0
2.44	1	5	245	1	5	28	2292	0
2.44	2	6	245	1	1	0	85	0
2.441	1	5	245	2	5	28	2292	0
2.441	2	6	245	2	1	0	85	0
2.442	1	4	245	3	4	28	1095	0
2.442	1	5	245	3	5	28	1095	0
2.442	2	6	245	3	1	0	85	0
2.443	1	4	245	4	4	28	1095	0
2.443	1	5	245	4	5	28	1095	0
2.443	2	6	245	4	1	0	85	0
2.444	1	5	245	5	5	28	2292	0
2.444	2	6	245	5	1	0	85	0
2.445	1	5	245	6	5	28	2292	0
2.445	2	6	245	6	1	0	85	0
2.446	1	4	245	7	4	28	1095	0
2.446	1	5	245	7	5	28	1095	0
2.446	2	6	245	7	1	0	85	0
2.447	1	5	245	8	5	28	2292	0
2.447	2	6	245	8	1	0	85	0
2.448	1	4	245	9	4	28	1095	0
2.448	1	5	245	9	5	28	1095	0
2.448	2	6	245	9	1	0	85	0
2.449	1	4	245	10	4	28	1095	0
2.449	1	5	245	10	5	28	1095	0
2.449	2	6	245	10	1	0	85	0
2.45	1	4	246	1	4	28	1095	0
2.45	1	5	246	1	5	28	1095	0
2.45	2	6	246	1	1	0	85	0
2.451	1	5	246	2	5	28	2292	0
2.451	2	6	246	2	1	0	85	0
2.452	1	5	246	3	5	28	2292	0
2.452	2	6	246	3	1	0	85	0
2.453	1	4	246	4	4	28	1095	0
2.453	1	5	246	4	5	28	1095	0
2.453	2	6	246	4	1	0	85	0
2.454	1	5	246	5	5	28	2292	0
2.454	2	6	246	5	1	0	85	0
2.455	1	4	246	6	4	28	1095	0
2.455	1	5	246	6	5	28	1095	0
2.455	2	6	246	6	1	0	85	0
2.456	1	4	246	7	4	28	1095	0
2.456	1	5	246	7	5	28	1095	0
2.456	2	6	246	7	1	0	85	0
2.457	1	5	246	8	5	28	1095	0
2.457	1	4	246	8	4	28	1095	0
2.457	2	6	246	8	1	0	85	0
2.458	1	5	246	9	5	28	2292	0
2.458	2	6	246	9	1	0	85	0
2.459	1	5	246	10	5	28	2292	0
2.459	2	6	246	10	1	0	85	0
2.46	1	4	247	1	4	28	1095	0
2.46	1	5	247	1	5	28	1095	0
2.46	2	6	247	1	1	0	85	0
2.461	1	5	247	2	5	28	2292	0
2.461	2	6	247	2	1	0	85	0
2.462	1	4	247	3	4	28	1095	0
2.462	1	5	247	3	5	28	1095	0
2.462	2	6	247	3	1	0	85	0
2.463	1	4	247	4	4	28	1095	0
2.463	1	5	247	4	5	28	1095	0
2.463	2	6	247	4	1	0	85	0
2.464	1	5	247	5	5	28	2292	0
2.464	2	6	247	5	1	0	85	0
2.465	1	5	247	6	5	28	2292	0
2.465	2	6	247	6	1	0	85	0
2.466	1	5	247	7	5	28	2292	0
2.466	2	6	247	7	1	0	85	0
2.467	1	5	247	8	5	28	1095	0
2.467	1	4	247	8	4	28	1095	0
2.467	2	6	247	8	1	0	85	0
2.468	1	5	247	9	5	28	2292	0
2.468	2	6	247	9	1	0	85	0
2.469	1	4	247	10	4	28	1095	0
2.469	1	5	247	10	5	28	1095	0
2.469	2	6	247	10	1	0	85	0
2.47	1	4	248	1	4	28	1095	0
2.47	1	5	248	1	5	28	1095	0
2.47	2	6	248	1	1	0	85	0
2.471	1	5	248	2	5	28	2292	0
2.471	2	6	248	2	1	0	85	0
2.472	1	5	248	3	5	28	2292	0
2.472	2	6	248	3	1	0	85	0
2.473	1	5	248	4	5	28	2292	0
2.473	2	6	248	4	1	0	85	0
2.474	1	4	248	5	4	28	1095	0
2.474	1	5	248	5	5	28	1095	0
2.474	2	6	248	5	1	0	85	0
2.475	1	5	248	6	5	28	2292	0
2.475	2	6	248	6	1	0	85	0
2.476	1	4	248	7	4	28	1095	0
2.476	1	5	248	7	5	28	1095	0
2.476	2	6	248	7	1	0	85	0
2.477	1	4	248	8	4	28	1095	0
2.477	1	5	248	8	5	28	1095	0
2.477	2	6	248	8	1	0	85	0
2.478	1	5	248	9	5	28	2292	0
2.478	2	6	248	9	1	0	85	0
2.479	1	4	248	10	4	28	1095	0
2.479	1	5	248	10	5	28	1095	0
2.479	2	6	248	10	1	0	85	0
2.48	1	5	249	1	5	28	2292	0
2.48	2	6	249	1	1	0	85	0
2.481	1	4	249	2	4	28	1095	0
2.481	1	5	249	2	5	28	1095	0
2.481	2	6	249	2	1	0	85	0
2.482	1	5	249	3	5	28	2292	0
2.482	2	6	249	3	1	0	85	0
2.483	1	4	249	4	4	28	1095	0
2.483	1	5	249	4	5	28	1095	0
2.483	2	6	249	4	1	0	85	0
2.484	1	4	249	5	4	28	1095	0
2.484	1	5	249	5	5	28	1095	0
2.484	2	6	249	5	1	0	85	0
2.485	1	5	249	6	5	28	2292	0
2.485	2	6	249	6	1	0	85	0
2.486	1	4	249	7	4	28	1095	0
2.486	1	5	249	7	5	28	1095	0
2.486	2	6	249	7	1	0	85	0
2.487	1	5	249	8	5	28	2292	0
2.487	2	6	249	8	1	0	85	0
2.488	1	5	249	9	5	28	1095	0
2.488	1	4	249	9	4	28	1095	0
2.488	2	6	249	9	1	0	85	0
2.489	1	5	249	10	5	28	2292	0
2.489	2	6	249	10	1	0	85	0
2.49	1	4	250	1	4	28	1095	0
2.49	1	5	250	1	5	28	1095	0
2.49	2	6	250	1	1	0	85	0
2.491	1	4	250	2	4	28	1095	0
2.491	1	5	250	2	5	28	1095	0
2.491	2	6	250	2	1	0	85	0
2.492	1	5	250	3	5	28	2292	0
2.492	2	6	250	3	1	0	85	0
2.493	1	4	250	4	4	28	1095	0
2.493	1	5	250	4	5	28	1095	0
2.493	2	6	250	4	1	0	85	0
2.494	1	5	250	5	5	28	2292	0
2.494	2	6	250	5	1	0	85	0
2.495	1	4	250	6	4	28	1095	0
2.495	1	5	250	6	5	28	1095	0
2.495	2	6	250	6	1	0	85	0
2.496	1	5	250	7	5	28	2292	0
2.496	2	6	250	7	1	0	85	0
2.497	1	4	250	8	4	28	1095	0
2.497	1	5	250	8	5	28	1095	0
2.497	2	6	250	8	1	0	85	0
2.498	1	4	250	9	4	28	1095	0
2.498	1	5	250	9	5	28	1095	0
2.498	2	6	250	9	1	0	85	0
2.499	1	5	250	10	5	28	2292	0
2.499	2	6	250	10	1	0	85	0
2.5	1	4	251	1	4	28	1095	0
2.5	1	5	251	1	5	28	1095	0
2.5	2	6	251	1	1	0	85	0
2.501	1	5	251	2	5	28	2292	0
2.501	2	6	251	2	1	0	85	0
2.502	1	4	251	3	4	28	1095	0
2.502	1	5	251	3	5	28	1095	0
2.502	2	6	251	3	1	0	85	0
2.503	1	5	251	4	5	28	2292	0
2.503	2	6	251	4	1	0	85	0
2.504	1	4	251	5	4	28	1095	0
2.504	1	5	251	5	5	28	1095	0
2.504	2	6	251	5	1	0	85	0
2.505	1	4	251	6	4	28	1095	0
2.505	1	5	251	6	5	28	1095	0
2.505	2	6	251	6	1	0	85	0
2.506	1	5	251	7	5	28	2292	0
2.506	2	6	251	7	1	0	85	0
2.507	1	4	251	8	4	28	1095	0
2.507	1	5	251	8	5	28	1095	0
2.507	2	6	251	8	1	0	85	0
2.508	1	5	251	9	5	28	2292	0
2.508	2	6	251	9	1	0	85	0
2.509	1	5	251	10	5	28	1095	0
2.509	1	4	251	10	4	28	1095	0
2.509	2	6	251	10	1	0	85	0
2.51	1	5	252	1	5	28	2292	0
2.51	2	6	252	1	1	0	85	0
2.511	1	5	252	2	5	28	1095	0
2.511	1	4	252	2	4	28	1095	0
2.511	2	6	252	2	1	0	85	0
2.512	1	4	252	3	4	28	1095	0
2.512	1	5	252	3	5	28	1095	0
2.512	2	6	252	3	1	0	85	0
2.513	1	5	252	4	5	28	2292	0
2.513	2	6	252	4	1	0	85	0
2.514	1	4	252	5	4	28	1095	0
2.514	1	5	252	5	5	28	1095	0
2.514	2	6	252	5	1	0	85	0
2.515	1	5	252	6	5	28	2292	0
2.515	2	6	252	6	1	0	85	0
2.516	1	4	252	7	4	28	1095	0
2.516	1	5	252	7	5	28	1095	0
2.516	2	6	252	7	1	0	85	0
2.517	1	5	252	8	5	28	2292	0
2.517	2	6	252	8	1	0	85	0
2.518	1	4	252	9	4	28	1095	0
2.518	1	5	252	9	5	28	1095	0
2.518	2	6	252	9	1	0	85	0
2.519	1	4	252	10	4	28	1095	0
2.519	1	5	252	10	5	28	1095	0
2.519	2	6	252	10	1	0	85	0
2.52	1	5	253	1	5	28	2292	0
2.52	2	6	253	1	1	0	85	0
2.521	1	4	253	2	4	28	1095	0
2.521	1	5	253	2	5	28	1095	0
2.521	2	6	253	2	1	0	85	0
2.522	1	5	253	3	5	28	2292	0
2.522	2	6	253	3	1	0	85	0
2.523	1	4	253	4	4	28	1095	0
2.523	1	5	253	4	5	28	1095	0
2.523	2	6	253	4	1	0	85	0
2.524	1	5	253	5	5	28	2292	0
2.524	2	6	253	5	1	0	85	0
2.525	1	4	253	6	4	28	1095	0
2.525	1	5	253	6	5	28	1095	0
2.525	2	6	253	6	1	0	85	0
2.526	1	4	253	7	4	28	1095	0
2.526	1	5	253	7	5	28	1095	0
2.526	2	6	253	7	1	0	85	0
2.527	1	5	253	8	5	28	2292	0
2.527	2	6	253	8	1	0	85	0
2.528	1	4	253	9	4	28	1095	0
2.528	1	5	253	9	5	28	1095	0
2.528	2	6	253	9	1	0	85	0
2.529	1	5	253	10	5	28	2292	0
2.529	2	6	253	10	1	0	85	0
2.53	1	5	254	1	5	28	1095	0
2.53	1	4	254	1	4	28	1095	0
2.53	2	6	254	1	1	0	85	0
2.531	1	5	254	2	5	28	2292	0
2.531	2	6	254	2	1	0	85	0
2.532	1	5	254	3	5	28	1095	0
2.532	1	4	254	3	4	28	1095	0
2.532	2	6	254	3	1	0	85	0
2.533	1	4	254	4	4	28	1095	0
2.533	1	5	254	4	5	28	1095	0
2.533	2	6	254	4	1	0	85	0
2.534	1	5	254	5	5	28	2292	0
2.534	2	6	254	5	1	0	85	0
2.535	1	4	254	6	4	28	1095	0
2.535	1	5	254	6	5	28	1095	0
2.535	2	6	254	6	1	0	85	0
2.536	1	5	254	7	5	28	2292	0
2.536	2	6	254	7	1	0	85	0
2.537	1	4	254	8	4	28	1095	0
2.537	1	5	254	8	5	28	1095	0
2.537	2	6	254	8	1	0	85	0
2.538	1	5	254	9	5	28	2292	0
2.538	2	6	254	9	1	0	85	0
2.539	1	4	254	10	4	28	1095	0
2.539	1	5	254	10	5	28	1095	0
2.539	2	6	254	10	1	0	85	0
2.54	1	4	255	1	4	28	1095	0
2.54	1	5	255	1	5	28	1095	0
2.54	2	6	255	1	1	0	85	0
2.541	1	5	255	2	5	28	2292	0
2.541	2	6	255	2	1	0	85	0
2.542	1	5	255	3	5	28	1095	0
2.542	1	4	255	3	4	28	1095	0
2.542	2	6	255	3	1	0	85	0
2.543	1	5	255	4	5	28	2292	0
2.543	2	6	255	4	1	0	85	0
2.544	1	4	255	5	4	28	1095	0
2.544	1	5	255	5	5	28	1095	0
2.544	2	6	255	5	1	0	85	0
2.545	1	4	255	6	4	28	1095	0
2.545	1	5	255	6	5	28	1095	0
2.545	2	6	255	6	1	0	85	0
2.546	1	4	255	7	4	28	1095	0
2.546	1	5	255	7	5	28	1095	0
2.546	2	6	255	7	1	0	85	0
2.547	1	4	255	8	4	28	1095	0
2.547	1	5	255	8	5	28	1095	0
2.547	2	6	255	8	1	0	85	0
2.548	1	5	255	9	5	28	2292	0
2.548	2	6	255	9	1	0	85	0
2.549	1	4	255	10	4	28	1095	0
2.549	1	5	255	10	5	28	1095	0
2.549	2	6	255	10	1	0	85	0
2.55	1	5	256	1	5	28	2292	0
2.55	2	6	256	1	1	0	85	0
2.551	1	5	256	2	5	28	1095	0
2.551	1	4	256	2	4	28	1095	0
2.551	2	6	256	2	1	0	85	0
2.552	1	5	256	3	5	28	1095	0
2.552	2	6	256	3	1	0	85	0
2.553	1	5	256	4	5	28	1095	0
2.553	2	6	256	4	1	0	85	0
2.554	1	4	256	5	4	28	1095	0
2.554	1	5	256	5	5	28	1095	0
2.554	2	6	256	5	1	0	85	0
2.555	1	4	256	6	4	28	1095	0
2.555	1	5	256	6	5	28	1095	0
2.555	2	6	256	6	1	0	85	0
2.556	1	4	256	7	4	28	1095	0
2.556	1	5	256	7	5	28	1095	0
2.556	2	6	256	7	1	0	85	0
2.557	1	5	256	8	5	28	2292	0
2.557	2	6	256	8	1	0	85	0
2.558	1	4	256	9	4	28	1095	0
2.558	1	5	256	9	5	28	1095	0
2.558	2	6	256	9	1	0	85	0
2.559	1	5	256	10	5	28	1095	0
2.559	1	4	256	10	4	28	1095	0
2.559	2	6	256	10	1	0	85	0
2.56	1	5	257	1	5	28	1095	0
2.56	2	6	257	1	1	0	85	0
2.561	1	5	257	2	5	28	2292	0
2.561	2	6	257	2	1	10	549	0
2.562	1	4	257	3	4	28	1095	0
2.562	1	5	257	3	5	28	1095	0
2.562	2	6	257	3	1	10	549	0
2.563	1	5	257	4	5	28	1095	0
2.563	2	6	257	4	1	10	549	0
2.564	1	5	257	5	5	28	2292	0
2.564	2	6	257	5	1	10	549	0
2.565	1	4	257	6	4	28	1095	0
2.565	1	5	257	6	5	28	1095	0
