% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
1.614	1	4	162	5	4	28	2196	0	0	0
1.615	1	4	162	6	4	28	2196	0	0	0
1.616	1	2	162	7	6	28	2196	0	0	0
1.617	1	3	162	8	2	28	2196	0	0	0
1.618	1	3	162	9	2	28	2196	0	0	0
1.619	1	3	162	10	2	28	2196	0	0	0
1.62	1	4	163	1	4	28	2196	0	0	0
1.621	1	3	163	2	2	28	2196	0	0	0
1.622	1	3	163	3	2	28	2196	0	0	0
1.623	1	1	163	4	1	28	2196	0	0	0
1.624	1	4	163	5	4	28	2196	0	0	0
1.625	1	3	163	6	2	28	2196	0	0	0
1.626	1	4	163	7	4	28	2196	0	0	0
1.627	1	4	163	8	4	28	2196	0	0	0
1.628	1	4	163	9	4	28	2196	0	0	0
1.629	1	4	163	10	4	28	2196	0	0	0
1.63	1	4	164	1	4	28	2196	0	0	0
1.631	1	4	164	2	4	28	2196	0	0	0
1.632	1	2	164	3	6	28	2196	0	0	0
1.633	1	1	164	4	1	28	2196	0	0	0
1.634	1	3	164	5	2	28	2196	0	0	0
1.635	1	4	164	6	4	28	2196	0	0	0
1.636	1	3	164	7	2	28	2196	0	0	0
1.637	1	4	164	8	4	28	2196	0	0	0
1.638	1	3	164	9	2	28	2196	0	0	0
1.639	1	2	164	10	6	28	2196	0	0	0
1.64	1	4	165	1	4	28	2196	0	0	0
1.641	1	3	165	2	2	28	2196	0	0	0
1.642	1	4	165	3	4	28	2196	0	0	0
1.643	1	1	165	4	1	28	2196	0	0	0
1.644	1	3	165	5	2	28	2196	0	0	0
1.645	1	4	165	6	4	28	2196	0	0	0
1.646	1	3	165	7	2	28	2196	0	0	0
1.647	1	2	165	8	6	28	2196	0	0	0
1.648	1	4	165	9	4	28	2196	0	0	0
1.649	1	3	165	10	2	28	2196	0	0	0
1.65	1	4	166	1	4	28	2196	0	0	0
1.651	1	3	166	2	2	28	2196	0	0	0
1.652	1	4	166	3	4	28	2196	0	0	0
1.653	1	1	166	4	1	28	2196	0	0	0
1.654	1	3	166	5	2	28	2196	0	0	0
1.655	1	4	166	6	4	28	2196	0	0	0
1.656	1	2	166	7	6	28	2196	0	0	0
1.657	1	3	166	8	2	28	2196	0	0	0
1.659	1	4	166	10	4	28	2196	0	0	0
1.66	1	4	167	1	4	28	2196	0	0	0
1.661	1	4	167	2	4	28	2196	0	0	0
1.662	1	3	167	3	2	28	2196	0	0	0
1.663	1	1	167	4	1	28	2196	0	0	0
1.664	1	3	167	5	2	28	2196	0	0	0
1.665	1	3	167	6	2	28	2196	0	0	0
1.666	1	4	167	7	4	28	2196	0	0	0
1.667	1	3	167	8	2	28	2196	0	0	0
1.668	1	2	167	9	6	28	2196	0	0	0
1.669	1	3	167	10	2	28	2196	0	0	0
1.67	1	4	168	1	4	28	2196	0	0	0
1.671	1	3	168	2	2	28	2196	0	0	0
1.672	1	4	168	3	4	28	2196	0	0	0
1.673	1	1	168	4	1	28	2196	0	0	0
1.674	1	4	168	5	4	28	2196	0	0	0
1.675	1	3	168	6	2	28	2196	0	0	0
1.676	1	2	168	7	6	28	2196	0	0	0
1.677	1	4	168	8	4	28	2196	0	0	0
1.678	1	3	168	9	2	28	2196	0	0	0
1.682	1	4	169	3	4	28	2196	0	0	0
1.683	1	1	169	4	1	28	2196	0	0	0
1.684	1	3	169	5	2	28	2196	0	0	0
1.685	1	4	169	6	4	28	2196	0	0	0
1.686	1	3	169	7	2	28	2196	0	0	0
1.687	1	4	169	8	4	28	2196	0	0	0
1.688	1	2	169	9	6	28	2196	0	0	0
1.689	1	3	169	10	2	28	2196	0	0	0
1.69	1	3	170	1	2	28	2196	0	0	0
1.691	1	4	170	2	4	28	2196	0	0	0
1.692	1	4	170	3	4	28	2196	0	0	0
1.693	1	1	170	4	1	28	2196	0	0	0
1.694	1	3	170	5	2	28	2196	0	0	0
1.695	1	4	170	6	4	28	2196	0	0	0
1.696	1	2	170	7	6	28	2196	0	0	0
1.697	1	3	170	8	2	28	2196	0	0	0
1.698	1	3	170	9	2	28	2196	0	0	0
1.699	1	4	170	10	4	28	2196	0	0	0
1.7	1	4	171	1	4	28	2196	0	0	0
1.701	1	4	171	2	4	28	2196	0	0	0
1.702	1	3	171	3	2	28	2196	0	0	0
1.703	1	1	171	4	1	28	2196	0	0	0
1.704	1	3	171	5	2	28	2196	0	0	0
1.705	1	4	171	6	4	28	2196	0	0	0
1.706	1	4	171	7	4	28	2196	0	0	0
1.707	1	3	171	8	2	28	2196	0	0	0
1.708	1	3	171	9	2	28	2196	0	0	0
1.709	1	2	171	10	6	28	2196	0	0	0
1.71	1	4	172	1	4	28	2196	0	0	0
1.711	1	3	172	2	2	28	2196	0	0	0
1.712	1	4	172	3	4	28	2196	0	0	0
1.713	1	1	172	4	1	28	2196	0	0	0
1.714	1	3	172	5	2	28	2196	0	0	0
1.715	1	4	172	6	4	28	2196	0	0	0
1.716	1	3	172	7	2	28	2196	0	0	0
1.717	1	2	172	8	6	28	2196	0	0	0
1.718	1	4	172	9	4	28	2196	0	0	0
1.719	1	3	172	10	2	28	2196	0	0	0
1.72	1	4	173	1	4	28	2196	0	0	0
1.721	1	3	173	2	2	28	2196	0	0	0
1.722	1	4	173	3	4	28	2196	0	0	0
1.723	1	1	173	4	1	28	2196	0	0	0
1.724	1	3	173	5	2	28	2196	0	0	0
1.725	1	4	173	6	4	28	2196	0	0	0
1.726	1	2	173	7	6	28	2196	0	0	0
1.727	1	3	173	8	2	28	2196	0	0	0
1.728	1	4	173	9	4	28	2196	0	0	0
1.729	1	4	173	10	4	28	2196	0	0	0
1.73	1	4	174	1	4	28	2196	0	0	0
1.731	1	3	174	2	2	28	2196	0	0	0
1.732	1	3	174	3	2	28	2196	0	0	0
1.733	1	1	174	4	1	28	2196	0	0	0
1.734	1	3	174	5	2	28	2196	0	0	0
1.735	1	4	174	6	4	28	2196	0	0	0
1.736	1	2	174	7	6	28	2196	0	0	0
1.737	1	3	174	8	2	28	2196	0	0	0
1.738	1	4	174	9	4	28	2196	0	0	0
1.739	1	3	174	10	2	28	2196	0	0	0
1.74	1	3	175	1	2	28	2196	0	0	0
1.742	1	4	175	3	4	28	2196	0	0	0
1.743	1	1	175	4	1	28	2196	0	0	0
1.744	1	3	175	5	2	28	2196	0	0	0
1.745	1	4	175	6	4	28	2196	0	0	0
1.747	1	4	175	8	4	28	2196	0	0	0
1.748	1	4	175	9	4	28	2196	0	0	0
1.749	1	3	175	10	2	28	2196	0	0	0
1.75	1	2	176	1	6	28	2196	0	0	0
1.751	1	4	176	2	4	28	2196	0	0	0
1.752	1	3	176	3	2	28	2196	0	0	0
1.753	1	1	176	4	1	28	2196	0	0	0
1.754	1	3	176	5	2	28	2196	0	0	0
1.755	1	4	176	6	4	28	2196	0	0	0
1.756	1	3	176	7	2	28	2196	0	0	0
1.758	1	3	176	9	2	28	2196	0	0	0
1.759	1	2	176	10	6	28	2196	0	0	0
1.76	1	4	177	1	4	28	2196	0	0	0
1.761	1	3	177	2	2	28	2196	0	0	0
1.762	1	4	177	3	4	28	2196	0	0	0
1.763	1	1	177	4	1	28	2196	0	0	0
1.764	1	4	177	5	4	28	2196	0	0	0
1.765	1	3	177	6	2	28	2196	0	0	0
1.766	1	2	177	7	6	28	2196	0	0	0
1.767	1	4	177	8	4	28	2196	0	0	0
1.768	1	3	177	9	2	28	2196	0	0	0
1.769	1	4	177	10	4	28	2196	0	0	0
1.77	1	3	178	1	2	28	2196	0	0	0
1.771	1	4	178	2	4	28	2196	0	0	0
1.772	1	3	178	3	2	28	2196	0	0	0
1.773	1	1	178	4	1	28	2196	0	0	0
1.774	1	4	178	5	4	28	2196	0	0	0
1.775	1	3	178	6	2	28	2196	0	0	0
1.776	1	4	178	7	4	28	2196	0	0	0
1.777	1	4	178	8	4	28	2196	0	0	0
1.778	1	4	178	9	4	28	2196	0	0	0
1.78	1	2	179	1	6	28	2196	0	0	0
1.781	1	3	179	2	2	28	2196	0	0	0
1.782	1	3	179	3	2	28	2196	0	0	0
1.783	1	1	179	4	1	28	2196	0	0	0
1.784	1	3	179	5	2	28	2196	0	0	0
1.785	1	2	179	6	6	28	2196	0	0	0
1.786	1	3	179	7	2	28	2196	0	0	0
1.787	1	3	179	8	2	28	2196	0	0	0
1.788	1	4	179	9	4	28	2196	0	0	0
1.789	1	3	179	10	2	28	2196	0	0	0
1.791	1	4	180	2	4	28	2196	0	0	0
1.792	1	3	180	3	2	28	2196	0	0	0
1.793	1	1	180	4	1	28	2196	0	0	0
1.794	1	4	180	5	4	28	2196	0	0	0
1.795	1	4	180	6	4	28	2196	0	0	0
1.797	1	3	180	8	2	28	2196	0	0	0
1.798	1	3	180	9	2	28	2196	0	0	0
1.799	1	4	180	10	4	28	2196	0	0	0
1.8	1	2	181	1	6	28	2196	0	0	0
1.801	1	3	181	2	2	28	2196	0	0	0
1.802	1	3	181	3	2	28	2196	0	0	0
1.803	1	1	181	4	1	28	2196	0	0	0
1.804	1	4	181	5	4	28	2196	0	0	0
1.805	1	3	181	6	2	28	2196	0	0	0
1.806	1	3	181	7	2	28	2196	0	0	0
1.807	1	2	181	8	6	28	2196	0	0	0
1.808	1	4	181	9	4	28	2196	0	0	0
1.809	1	4	181	10	4	28	2196	0	0	0
1.81	1	3	182	1	2	28	2196	0	0	0
1.811	1	4	182	2	4	28	2196	0	0	0
1.812	1	4	182	3	4	28	2196	0	0	0
1.813	1	1	182	4	1	28	2196	0	0	0
1.814	1	4	182	5	4	28	2196	0	0	0
1.815	1	3	182	6	2	28	2196	0	0	0
1.816	1	2	182	7	6	28	2196	0	0	0
1.817	1	4	182	8	4	28	2196	0	0	0
1.818	1	3	182	9	2	28	2196	0	0	0
1.819	1	3	182	10	2	28	2196	0	0	0
1.82	1	4	183	1	4	28	2196	0	0	0
1.821	1	4	183	2	4	28	2196	0	0	0
1.822	1	4	183	3	4	28	2196	0	0	0
1.823	1	1	183	4	1	28	2196	0	0	0
1.824	1	3	183	5	2	28	2196	0	0	0
1.825	1	4	183	6	4	28	2196	0	0	0
1.827	1	3	183	8	2	28	2196	0	0	0
1.828	1	3	183	9	2	28	2196	0	0	0
1.829	1	3	183	10	2	28	2196	0	0	0
1.83	1	4	184	1	4	28	2196	0	0	0
1.832	1	2	184	3	6	28	2196	0	0	0
1.833	1	1	184	4	1	28	2196	0	0	0
1.834	1	4	184	5	4	28	2196	0	0	0
1.835	1	3	184	6	2	28	2196	0	0	0
1.836	1	3	184	7	2	28	2196	0	0	0
1.837	1	3	184	8	2	28	2196	0	0	0
1.838	1	3	184	9	2	28	2196	0	0	0
1.839	1	2	184	10	6	28	2196	0	0	0
1.84	1	4	185	1	4	28	2196	0	0	0
1.841	1	3	185	2	2	28	2196	0	0	0
1.842	1	3	185	3	2	28	2196	0	0	0
1.843	1	1	185	4	1	28	2196	0	0	0
1.844	1	3	185	5	2	28	2196	0	0	0
1.845	1	3	185	6	2	28	2196	0	0	0
1.847	1	2	185	8	6	28	2196	0	0	0
1.848	1	4	185	9	4	28	2196	0	0	0
1.849	1	3	185	10	2	28	2196	0	0	0
1.85	1	4	186	1	4	28	2196	0	0	0
1.851	1	3	186	2	2	28	2196	0	0	0
1.852	1	4	186	3	4	28	2196	0	0	0
1.853	1	1	186	4	1	28	2196	0	0	0
1.854	1	4	186	5	4	28	2196	0	0	0
1.855	1	4	186	6	4	28	2196	0	0	0
1.856	1	2	186	7	6	28	2196	0	0	0
1.857	1	3	186	8	2	28	2196	0	0	0
1.858	1	3	186	9	2	28	2196	0	0	0
1.859	1	4	186	10	4	28	2196	0	0	0
1.86	1	4	187	1	4	28	2196	0	0	0
1.861	1	4	187	2	4	28	2196	0	0	0
1.862	1	3	187	3	2	28	2196	0	0	0
1.863	1	1	187	4	1	28	2196	0	0	0
1.864	1	4	187	5	4	28	2196	0	0	0
1.865	1	4	187	6	4	28	2196	0	0	0
1.866	1	4	187	7	4	28	2196	0	0	0
1.867	1	3	187	8	2	28	2196	0	0	0
1.868	1	2	187	9	6	28	2196	0	0	0
1.869	1	4	187	10	4	28	2196	0	0	0
1.87	1	3	188	1	2	28	2196	0	0	0
1.871	1	4	188	2	4	28	2196	0	0	0
1.872	1	3	188	3	2	28	2196	0	0	0
1.873	1	1	188	4	1	28	2196	0	0	0
1.874	1	4	188	5	4	28	2196	0	0	0
1.875	1	3	188	6	2	28	2196	0	0	0
1.876	1	2	188	7	6	28	2196	0	0	0
1.877	1	3	188	8	2	28	2196	0	0	0
1.878	1	3	188	9	2	28	2196	0	0	0
1.879	1	3	188	10	2	28	2196	0	0	0
1.88	1	4	189	1	4	28	2196	0	0	0
1.882	1	3	189	3	2	28	2196	0	0	0
1.883	1	1	189	4	1	28	2196	0	0	0
1.884	1	4	189	5	4	28	2196	0	0	0
1.885	1	4	189	6	4	28	2196	0	0	0
1.886	1	4	189	7	4	28	2196	0	0	0
1.887	1	3	189	8	2	28	2196	0	0	0
1.888	1	3	189	9	2	28	2196	0	0	0
1.889	1	2	189	10	6	28	2196	0	0	0
1.89	1	4	190	1	4	28	2196	0	0	0
1.891	1	3	190	2	2	28	2196	0	0	0
1.892	1	4	190	3	4	28	2196	0	0	0
1.893	1	1	190	4	1	28	2196	0	0	0
1.894	1	4	190	5	4	28	2196	0	0	0
1.895	1	3	190	6	2	28	2196	0	0	0
1.896	1	2	190	7	6	28	2196	0	0	0
1.897	1	4	190	8	4	28	2196	0	0	0
1.898	1	4	190	9	4	28	2196	0	0	0
1.899	1	3	190	10	2	28	2196	0	0	0
1.9	1	4	191	1	4	28	2196	0	0	0
1.901	1	3	191	2	2	28	2196	0	0	0
1.902	1	3	191	3	2	28	2196	0	0	0
1.903	1	1	191	4	1	28	2196	0	0	0
1.904	1	4	191	5	4	28	2196	0	0	0
1.905	1	3	191	6	2	28	2196	0	0	0
1.906	1	4	191	7	4	28	2196	0	0	0
1.907	1	4	191	8	4	28	2196	0	0	0
1.909	1	4	191	10	4	28	2196	0	0	0
1.911	1	4	192	2	4	28	2196	0	0	0
1.912	1	2	192	3	6	28	2196	0	0	0
1.913	1	1	192	4	1	28	2196	0	0	0
1.914	1	3	192	5	2	28	2196	0	0	0
1.915	1	3	192	6	2	28	2196	0	0	0
1.916	1	3	192	7	2	28	2196	0	0	0
1.917	1	4	192	8	4	28	2196	0	0	0
1.918	1	3	192	9	2	28	2196	0	0	0
1.919	1	2	192	10	6	28	2196	0	0	0
1.92	1	4	193	1	4	28	2196	0	0	0
1.921	1	3	193	2	2	28	2196	0	0	0
1.922	1	3	193	3	2	28	2196	0	0	0
1.923	1	1	193	4	1	28	2196	0	0	0
1.924	1	4	193	5	4	28	2196	0	0	0
1.925	1	3	193	6	2	28	2196	0	0	0
1.926	1	4	193	7	4	28	2196	0	0	0
1.927	1	4	193	8	4	28	2196	0	0	0
1.928	1	2	193	9	6	28	2196	0	0	0
1.929	1	3	193	10	2	28	2196	0	0	0
1.93	1	4	194	1	4	28	2196	0	0	0
1.932	1	3	194	3	2	28	2196	0	0	0
1.933	1	1	194	4	1	28	2196	0	0	0
1.934	1	4	194	5	4	28	2196	0	0	0
1.935	1	3	194	6	2	28	2196	0	0	0
1.936	1	4	194	7	4	28	2196	0	0	0
1.937	1	3	194	8	2	28	2196	0	0	0
1.938	1	3	194	9	2	28	2196	0	0	0
1.939	1	4	194	10	4	28	2196	0	0	0
1.94	1	2	195	1	6	28	2196	0	0	0
1.941	1	4	195	2	4	28	2196	0	0	0
1.942	1	3	195	3	2	28	2196	0	0	0
1.943	1	1	195	4	1	28	2196	0	0	0
1.944	1	3	195	5	2	28	2196	0	0	0
1.945	1	4	195	6	4	28	2196	0	0	0
1.946	1	4	195	7	4	28	2196	0	0	0
1.947	1	3	195	8	2	28	2196	0	0	0
1.948	1	2	195	9	6	28	2196	0	0	0
1.949	1	3	195	10	2	28	2196	0	0	0
1.95	1	3	196	1	2	28	2196	0	0	0
1.951	1	3	196	2	2	28	2196	0	0	0
1.952	1	3	196	3	2	28	2196	0	0	0
1.953	1	1	196	4	1	28	2196	0	0	0
1.954	1	4	196	5	4	28	2196	0	0	0
1.955	1	3	196	6	2	28	2196	0	0	0
1.956	1	2	196	7	6	28	2196	0	0	0
1.957	1	3	196	8	2	28	2196	0	0	0
1.958	1	4	196	9	4	28	2196	0	0	0
1.959	1	3	196	10	2	28	2196	0	0	0
1.962	1	3	197	3	2	28	2196	0	0	0
1.963	1	1	197	4	1	28	2196	0	0	0
1.964	1	4	197	5	4	28	2196	0	0	0
1.965	1	4	197	6	4	28	2196	0	0	0
1.966	1	3	197	7	2	28	2196	0	0	0
1.967	1	3	197	8	2	28	2196	0	0	0
1.968	1	2	197	9	6	28	2196	0	0	0
1.969	1	4	197	10	4	28	2196	0	0	0
1.97	1	4	198	1	4	28	2196	0	0	0
1.971	1	3	198	2	2	28	2196	0	0	0
1.972	1	3	198	3	2	28	2196	0	0	0
1.973	1	1	198	4	1	28	2196	0	0	0
1.974	1	4	198	5	4	28	2196	0	0	0
1.975	1	3	198	6	2	28	2196	0	0	0
1.976	1	4	198	7	4	28	2196	0	0	0
1.977	1	4	198	8	4	28	2196	0	0	0
1.978	1	2	198	9	6	28	2196	0	0	0
1.979	1	3	198	10	2	28	2196	0	0	0
1.982	1	4	199	3	4	28	2196	0	0	0
1.983	1	1	199	4	1	28	2196	0	0	0
1.984	1	3	199	5	2	28	2196	0	0	0
1.985	1	3	199	6	2	28	2196	0	0	0
1.986	1	3	199	7	2	28	2196	0	0	0
1.987	1	3	199	8	2	28	2196	0	0	0
1.988	1	2	199	9	6	28	2196	0	0	0
1.989	1	4	199	10	4	28	2196	0	0	0
1.99	1	3	200	1	2	28	2196	0	0	0
1.991	1	3	200	2	2	28	2196	0	0	0
1.993	1	1	200	4	1	28	2196	0	0	0
1.994	1	3	200	5	2	28	2196	0	0	0
1.995	1	4	200	6	4	28	2196	0	0	0
1.996	1	2	200	7	6	28	2196	0	0	0
1.997	1	3	200	8	2	28	2196	0	0	0
1.998	1	3	200	9	2	28	2196	0	0	0
1.999	1	3	200	10	2	28	2196	0	0	0
2	1	4	201	1	4	28	2196	0	0	0
2.001	1	4	201	2	4	28	2196	0	0	0
2.002	1	3	201	3	2	28	2196	0	0	0
2.003	1	1	201	4	1	28	2196	0	0	0
2.004	1	3	201	5	2	28	2196	0	0	0
2.012	1	5	202	3	5	28	2196	0	0	0
2.013	1	6	202	4	3	28	2196	0	0	0
2.014	1	2	202	5	6	28	2196	0	0	0
2.015	1	1	202	6	1	28	2196	0	0	0
2.016	1	4	202	7	4	28	2196	0	0	0
2.017	1	4	202	8	4	28	2196	0	0	0
2.018	1	3	202	9	2	28	2196	0	0	0
2.019	1	3	202	10	2	28	2196	0	0	0
2.02	1	3	203	1	2	28	2196	0	0	0
2.021	1	4	203	2	4	28	2196	0	0	0
2.023	1	2	203	4	6	28	2196	0	0	0
2.024	1	1	203	5	1	28	2196	0	0	0
2.025	1	4	203	6	4	28	2196	0	0	0
2.026	1	3	203	7	2	28	2196	0	0	0
2.027	1	3	203	8	2	28	2196	0	0	0
2.028	1	3	203	9	2	28	2196	0	0	0
2.029	1	2	203	10	6	28	2196	0	0	0
2.03	1	4	204	1	4	28	2196	0	0	0
2.031	1	3	204	2	2	28	2196	0	0	0
2.032	1	3	204	3	2	28	2196	0	0	0
2.033	1	1	204	4	1	28	2196	0	0	0
2.034	1	3	204	5	2	28	2196	0	0	0
2.035	1	4	204	6	4	28	2196	0	0	0
2.036	1	4	204	7	4	28	2196	0	0	0
2.037	1	2	204	8	6	28	2196	0	0	0
2.038	1	3	204	9	2	28	2196	0	0	0
2.039	1	3	204	10	2	28	2196	0	0	0
2.04	1	3	205	1	2	28	2196	0	0	0
2.041	1	4	205	2	4	28	2196	0	0	0
2.042	1	3	205	3	2	28	2196	0	0	0
2.043	1	1	205	4	1	28	2196	0	0	0
2.044	1	3	205	5	2	28	2196	0	0	0
2.046	1	2	205	7	6	28	2196	0	0	0
2.047	1	4	205	8	4	28	2196	0	0	0
2.048	1	3	205	9	2	28	2196	0	0	0
2.051	1	4	206	2	4	28	2196	0	0	0
2.052	1	3	206	3	2	28	2196	0	0	0
2.053	1	1	206	4	1	28	2196	0	0	0
2.054	1	3	206	5	2	28	2196	0	0	0
2.055	1	3	206	6	2	28	2196	0	0	0
2.056	1	3	206	7	2	28	2196	0	0	0
2.057	1	3	206	8	2	28	2196	0	0	0
2.058	1	2	206	9	6	28	2196	0	0	0
2.059	1	4	206	10	4	28	2196	0	0	0
2.06	1	4	207	1	4	28	2196	0	0	0
2.061	1	4	207	2	4	28	2196	0	0	0
2.062	1	4	207	3	4	28	2196	0	0	0
2.063	1	1	207	4	1	28	2196	0	0	0
2.064	1	4	207	5	4	28	2196	0	0	0
2.065	1	4	207	6	4	28	2196	0	0	0
2.066	1	2	207	7	6	28	2196	0	0	0
2.067	1	4	207	8	4	28	2196	0	0	0
2.068	1	4	207	9	4	28	2196	0	0	0
2.069	1	3	207	10	2	28	2196	0	0	0
2.07	1	3	208	1	2	28	2196	0	0	0
2.071	1	3	208	2	2	28	2196	0	0	0
2.072	1	4	208	3	4	28	2196	0	0	0
2.073	1	1	208	4	1	28	2196	0	0	0
2.074	1	3	208	5	2	28	2196	0	0	0
2.075	1	4	208	6	4	28	2196	0	0	0
2.076	1	4	208	7	4	28	2196	0	0	0
2.077	1	4	208	8	4	28	2196	0	0	0
2.078	1	4	208	9	4	28	2196	0	0	0
2.079	1	2	208	10	6	28	2196	0	0	0
2.08	1	3	209	1	2	28	2196	0	0	0
2.081	1	3	209	2	2	28	2196	0	0	0
2.082	1	4	209	3	4	28	2196	0	0	0
2.083	1	1	209	4	1	28	2196	0	0	0
2.084	1	3	209	5	2	28	2196	0	0	0
2.086	1	3	209	7	2	28	2196	0	0	0
2.087	1	4	209	8	4	28	2196	0	0	0
2.088	1	3	209	9	2	28	2196	0	0	0
2.089	1	3	209	10	2	28	2196	0	0	0
2.091	1	2	210	2	6	28	2196	0	0	0
2.092	1	4	210	3	4	28	2196	0	0	0
2.093	1	1	210	4	1	28	2196	0	0	0
2.094	1	4	210	5	4	28	2196	0	0	0
2.095	1	3	210	6	2	28	2196	0	0	0
2.096	1	4	210	7	4	28	2196	0	0	0
2.097	1	3	210	8	2	28	2196	0	0	0
2.098	1	3	210	9	2	28	2196	0	0	0
2.099	1	2	210	10	6	28	2196	0	0	0
2.1	1	3	211	1	2	28	2196	0	0	0
2.101	1	3	211	2	2	28	2196	0	0	0
2.102	1	3	211	3	2	28	2196	0	0	0
2.103	1	1	211	4	1	28	2196	0	0	0
2.104	1	4	211	5	4	28	2196	0	0	0
2.105	1	4	211	6	4	28	2196	0	0	0
2.106	1	3	211	7	2	28	2196	0	0	0
2.107	1	2	211	8	6	28	2196	0	0	0
2.108	1	4	211	9	4	28	2196	0	0	0
2.109	1	3	211	10	2	28	2196	0	0	0
2.11	1	4	212	1	4	28	2196	0	0	0
2.111	1	4	212	2	4	28	2196	0	0	0
2.112	1	3	212	3	2	28	2196	0	0	0
2.113	1	1	212	4	1	28	2196	0	0	0
2.114	1	3	212	5	2	28	2196	0	0	0
2.115	1	4	212	6	4	28	2196	0	0	0
2.116	1	2	212	7	6	28	2196	0	0	0
2.117	1	3	212	8	2	28	2196	0	0	0
2.118	1	3	212	9	2	28	2196	0	0	0
2.119	1	3	212	10	2	28	2196	0	0	0
2.12	1	4	213	1	4	28	2196	0	0	0
2.121	1	4	213	2	4	28	2196	0	0	0
2.122	1	4	213	3	4	28	2196	0	0	0
2.123	1	1	213	4	1	28	2196	0	0	0
2.124	1	3	213	5	2	28	2196	0	0	0
2.125	1	4	213	6	4	28	2196	0	0	0
2.127	1	4	213	8	4	28	2196	0	0	0
2.128	1	4	213	9	4	28	2196	0	0	0
2.129	1	3	213	10	2	28	2196	0	0	0
2.13	1	2	214	1	6	28	2196	0	0	0
2.131	1	4	214	2	4	28	2196	0	0	0
2.132	1	4	214	3	4	28	2196	0	0	0
2.133	1	1	214	4	1	28	2196	0	0	0
2.134	1	3	214	5	2	28	2196	0	0	0
2.135	1	4	214	6	4	28	2196	0	0	0
2.136	1	3	214	7	2	28	2196	0	0	0
2.137	1	4	214	8	4	28	2196	0	0	0
2.138	1	3	214	9	2	28	2196	0	0	0
2.139	1	2	214	10	6	28	2196	0	0	0
2.14	1	4	215	1	4	28	2196	0	0	0
2.141	1	3	215	2	2	28	2196	0	0	0
2.142	1	3	215	3	2	28	2196	0	0	0
2.143	1	1	215	4	1	28	2196	0	0	0
2.144	1	3	215	5	2	28	2196	0	0	0
2.145	1	3	215	6	2	28	2196	0	0	0
2.147	1	2	215	8	6	28	2196	0	0	0
2.148	1	3	215	9	2	28	2196	0	0	0
2.149	1	4	215	10	4	28	2196	0	0	0
2.15	1	4	216	1	4	28	2196	0	0	0
2.151	1	3	216	2	2	28	2196	0	0	0
2.152	1	3	216	3	2	28	2196	0	0	0
2.153	1	1	216	4	1	28	2196	0	0	0
2.154	1	3	216	5	2	28	2196	0	0	0
2.155	1	4	216	6	4	28	2196	0	0	0
2.156	1	3	216	7	2	28	2196	0	0	0
2.157	1	3	216	8	2	28	2196	0	0	0
2.158	1	2	216	9	6	28	2196	0	0	0
2.159	1	4	216	10	4	28	2196	0	0	0
2.16	1	3	217	1	2	28	2196	0	0	0
2.161	1	3	217	2	2	28	2196	0	0	0
2.163	1	1	217	4	1	28	2196	0	0	0
2.164	1	4	217	5	4	28	2196	0	0	0
2.165	1	3	217	6	2	28	2196	0	0	0
2.166	1	2	217	7	6	28	2196	0	0	0
2.167	1	4	217	8	4	28	2196	0	0	0
2.168	1	3	217	9	2	28	2196	0	0	0
2.17	1	3	218	1	2	28	2196	0	0	0
2.171	1	3	218	2	2	28	2196	0	0	0
2.172	1	3	218	3	2	28	2196	0	0	0
2.173	1	1	218	4	1	28	2196	0	0	0
2.174	1	3	218	5	2	28	2196	0	0	0
2.175	1	3	218	6	2	28	2196	0	0	0
2.177	1	2	218	8	6	28	2196	0	0	0
2.178	1	3	218	9	2	28	2196	0	0	0
2.179	1	4	218	10	4	28	2196	0	0	0
2.18	1	4	219	1	4	28	2196	0	0	0
2.181	1	4	219	2	4	28	2196	0	0	0
2.182	1	3	219	3	2	28	2196	0	0	0
2.183	1	1	219	4	1	28	2196	0	0	0
2.184	1	3	219	5	2	28	2196	0	0	0
2.185	1	3	219	6	2	28	2196	0	0	0
2.186	1	2	219	7	6	28	2196	0	0	0
2.187	1	4	219	8	4	28	2196	0	0	0
2.188	1	3	219	9	2	28	2196	0	0	0
2.189	1	4	219	10	4	28	2196	0	0	0
2.19	1	3	220	1	2	28	2196	0	0	0
2.191	1	3	220	2	2	28	2196	0	0	0
2.192	1	3	220	3	2	28	2196	0	0	0
2.193	1	1	220	4	1	28	2196	0	0	0
2.194	1	3	220	5	2	28	2196	0	0	0
2.202	1	2	221	3	6	28	2196	0	0	0
2.203	1	1	221	4	1	28	2196	0	0	0
2.204	1	3	221	5	2	28	2196	0	0	0
2.205	1	4	221	6	4	28	2196	0	0	0
2.206	1	4	221	7	4	28	2196	0	0	0
2.207	1	3	221	8	2	28	2196	0	0	0
2.208	1	3	221	9	2	28	2196	0	0	0
2.209	1	3	221	10	2	28	2196	0	0	0
2.21	1	2	222	1	6	28	2196	0	0	0
2.211	1	4	222	2	4	28	2196	0	0	0
2.212	1	4	222	3	4	28	2196	0	0	0
2.213	1	1	222	4	1	28	2196	0	0	0
2.214	1	4	222	5	4	28	2196	0	0	0
2.215	1	4	222	6	4	28	2196	0	0	0
2.216	1	3	222	7	2	28	2196	0	0	0
2.217	1	3	222	8	2	28	2196	0	0	0
